time/fps,time/time_elapsed,time/total_timesteps,time/iterations,time/rollout_time,time/train_time,train/learning_rate,train/n_updates,train/clip_range,train/clip_fraction,train/value_loss,train/clip_range_vf,train/explained_variance,train/std,train/approx_kl,train/policy_gradient_loss,train/loss,train/entropy_loss
1639,20750,34013184,519,34.86843490600586,1.1477179527282715,0.0001,5180,0.1,0.07344970703125,15.024134051799773,1000.0,0.9104769825935364,0.7136184573173523,0.0019340048,-0.0032079619631986134,7.699462413787842,-25.079565024375917
1639,20787,34078720,520,35.80108284950256,1.2698686122894287,0.0001,5190,0.1,0.0679534912109375,13.791783916950227,1000.0,0.9166316390037537,0.7132918238639832,0.0017090689,-0.003375918687379453,7.218586444854736,-25.060604524612426
1639,20823,34144256,521,35.082435131073,1.1889703273773193,0.0001,5200,0.1,0.07457122802734376,13.048863804340362,1000.0,0.9200741648674011,0.7126954793930054,0.0021081564,-0.003698748366878135,6.634476661682129,-25.04414336681366
1639,20860,34209792,522,35.244690895080566,1.2483406066894531,0.0001,5210,0.1,0.06949005126953126,13.829520511627198,1000.0,0.9166930913925171,0.7124499678611755,0.0019564927,-0.0036031320196343586,6.4996490478515625,-25.02883505821228
1640,20896,34275328,523,35.156383752822876,1.229295253753662,0.0001,5220,0.1,0.0799468994140625,13.303327202796936,1000.0,0.9189105033874512,0.7121483683586121,0.0024169418,-0.003380934734013863,6.558595180511475,-25.01752018928528
1640,20933,34340864,524,35.765055656433105,1.2078742980957031,0.0001,5230,0.1,0.0744873046875,15.125890934467316,1000.0,0.9085192680358887,0.711833119392395,0.002059388,-0.003257169919379521,7.450855731964111,-25.001930165290833
1640,20970,34406400,525,35.572678565979004,1.156280517578125,0.0001,5240,0.1,0.07626800537109375,14.780670523643494,1000.0,0.9095637798309326,0.7114113569259644,0.0022548796,-0.0034030112918117085,6.47271203994751,-24.986456513404846
1640,21006,34471936,526,35.34943246841431,1.1917433738708496,0.0001,5250,0.1,0.064862060546875,14.100488340854644,1000.0,0.9147255420684814,0.7111711502075195,0.0016500357,-0.003041877270152327,7.072272777557373,-24.973753666877748
1641,21043,34537472,527,35.37496328353882,1.146465539932251,0.0001,5260,0.1,0.0755645751953125,14.718395948410034,1000.0,0.9108473062515259,0.7105934023857117,0.0018940568,-0.0034739220573101193,7.232215881347656,-24.9569571018219
1641,21080,34603008,528,35.31329536437988,1.2825489044189453,0.0001,5270,0.1,0.0706512451171875,12.329040539264678,1000.0,0.9240944981575012,0.7102490663528442,0.0019216181,-0.0035682569054188208,6.225955486297607,-24.935648965835572
